ResponseId,partisanship,ideology,gender,gender_4_TEXT,race,ethnicity,education,geography,ft_1,ft_2,ft_3,ft_4,ft_5,ft_6,social_media,dating_apps,siblings,children,grandchildren,hobbies_interests,occupation,personality,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,d1,d2,d3,d4,d5,d6,1_profile_binary,1_profile_likert_1,2_profile_binary,2_profile_likert_1,3_profile_binary,3_profile_likert_1,4_profile_binary,4_profile_likert_1,5_profile_binary,5_profile_likert_1,6_profile_binary,6_profile_likert_1,7_profile_binary,7_profile_likert_1,8_profile_binary,8_profile_likert_1,9_profile_binary,9_profile_likert_1,10_profile_binary,10_profile_likert_1,participantId,assignmentId,projectId,randomfamily1,randomparty1,randomhobby1,selectionStatus_hobby1,randomocc1,randomperson1,selectionStatus_family1,selectionStatus_party1,selectionStatus_occ1,selectionStatus_person1,randomfamily2,randomfamily3,randomfamily4,randomfamily5,randomfamily6,randomfamily7,randomfamily8,randomfamily9,randomfamily10,randomparty2,randomparty3,randomparty4,randomparty5,randomparty6,randomparty7,randomparty8,randomparty9,randomparty10,randomhobby2,randomhobby3,randomhobby4,randomhobby5,randomhobby6,randomhobby7,randomhobby8,randomhobby9,randomhobby10,randomocc2,randomocc3,randomocc4,randomocc5,randomocc6,randomocc7,randomocc8,randomocc9,randomocc10,randomperson2,randomperson3,randomperson4,randomperson5,randomperson6,randomperson7,randomperson8,randomperson9,randomperson10,selectionStatus_family2,selectionStatus_family3,selectionStatus_family4,selectionStatus_family5,selectionStatus_family6,selectionStatus_family7,selectionStatus_family8,selectionStatus_family9,selectionStatus_family10,selectionStatus_party2,selectionStatus_party3,selectionStatus_party4,selectionStatus_party5,selectionStatus_party6,selectionStatus_party7,selectionStatus_party8,selectionStatus_party9,selectionStatus_party10,selectionStatus_hobby2,selectionStatus_hobby3,selectionStatus_hobby4,selectionStatus_hobby5,selectionStatus_hobby6,selectionStatus_hobby7,selectionStatus_hobby8,selectionStatus_hobby9,selectionStatus_hobby10,selectionStatus_occ2,selectionStatus_occ3,selectionStatus_occ4,selectionStatus_occ5,selectionStatus_occ6,selectionStatus_occ7,selectionStatus_occ8,selectionStatus_occ9,selectionStatus_occ10,selectionStatus_person2,selectionStatus_person3,selectionStatus_person4,selectionStatus_person5,selectionStatus_person6,selectionStatus_person7,selectionStatus_person8,selectionStatus_person9,selectionStatus_person10,FL_47_DO
R_3KLqpEIz5RPjy13,Democrat,Somewhat liberal,Male,,Black or African American,No,Bachelor's degree,"Northeast (Connecticut, Maine, Massachusetts, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont)",82,89,62,67,64,66,Sometimes,Rarely,"Yes, and I am in the middle.",No,No,"Active: sports, hiking, working out, etc.",Sales,Introvert,0.259,38.282,38.802,32,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,No,4,Yes,4,No,3,Yes,4,No,2,Yes,4,No,2,Yes,4,No,2,Yes,4,7B23BAFD1AA54BCD8427198B6A370579,606569dc-66b8-40d5-b7ce-78d4be6be55b,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the oldest",Republican,"Food: cooking, baking, etc",Unselected,Homemaker,Extrovert,Unselected,Unselected,Unselected,Unselected,"Yes, and I am in the middle.","Yes, and I am in the middle.","Yes, and I am the youngest","Yes, and I am in the middle.","Yes, and I am in the middle.","Yes, and I am in the middle.","Yes, and I am the youngest","Yes, and I am the youngest","Yes, and I am in the middle.",Democrat,Republican,Democrat,Republican,Democrat,Republican,Democrat,Republican,Republican,"Active: sports, hiking, working out, etc.","Arts: painting, creative writing, theater, photography, etc","Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.","Food: cooking, baking, etc","Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.","Intellectual: reading, taking classes, trivia, etc.","Intellectual: reading, taking classes, trivia, etc.",Healthcare,Customer Service,Sales,Entertainment and the Arts,Agriculture,Education,Sales,Data Analytics/Research,Hospitality,Extrovert,Introvert,Extrovert,Introvert,Introvert,Extrovert,Extrovert,Introvert,Extrovert,Selected,Selected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Selected,Unselected,background_hobbies|background_geography|background_education|background_gender|background_ft|background_media|background_family|background_politics|background_occupation|background_race|background_personality
R_1Xr0artrnPsEsnv,Democrat,Moderate,Female,,Asian,No,Associate's degree,"South (Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, Oklahoma, North Carolina, South Carolina, Tennessee, Texas, Virginia, Washington DC, West Virginia)",83,87,63,64,86,86,Rarely,Never (and never have),"Yes, and I am the oldest.",Yes,No,"Arts: painting, creative writing, theater, photography, etc.",IT/Computers,Introvert,21.57,95.624,99.953,8,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Yes,3,Yes,3,Yes,3,Yes,3,Yes,3,Yes,3,Yes,3,Yes,3,Yes,3,Yes,3,FB8D7C80659C49B9B23A0C72AB37BA63,db7e33a9-d2f4-405b-ad7a-ac915ade2564,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the youngest",Republican,"Gaming: card games, board games, video games, etc",Unselected,IT/Computers,Extrovert,Unselected,Unselected,Selected,Unselected,"Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am in the middle","No, I am an only child.","Yes, and I am in the middle","Yes, and I am the oldest.","No, I am an only child.","Yes, and I am the oldest.","Yes, and I am the youngest",Republican,Republican,Democrat,Democrat,Democrat,Democrat,Republican,Democrat,Democrat,"Gaming: card games, board games, video games, etc","Gaming: card games, board games, video games, etc","Intellectual: reading, taking classes, trivia, etc.","Arts: painting, creative writing, theater, photography, etc.","Active: sports, hiking, working out, etc","Intellectual: reading, taking classes, trivia, etc.","Food: cooking, baking, etc","Arts: painting, creative writing, theater, photography, etc.","Intellectual: reading, taking classes, trivia, etc.",IT/Computers,IT/Computers,IT/Computers,IT/Computers,Retail,Fitness Instructor,IT/Computers,IT/Computers,Homemaker,Extrovert,Extrovert,Extrovert,Introvert,Introvert,Introvert,Introvert,Introvert,Introvert,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Selected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Selected,Selected,Selected,background_occupation|background_race|background_geography|background_gender|background_education|background_politics|background_ft|background_media|background_family|background_hobbies|background_personality
R_7o2tEuI0Un2Hw0p,Democrat,Somewhat liberal,Female,,Asian,No,Bachelor's degree,"West (Alaska, Arizona, California, Colorado, Hawaii, Idaho, Montana, Nebraska, New Mexico, Oregon, Utah, Washington, Wyoming)",70,70,30,40,70,70,Frequently,Never (and never have),"Yes, and I am in the middle.",No,No,"Active: sports, hiking, working out, etc.",Healthcare,Introvert,32.72,83.531,84.311,6,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Yes,5,Yes,5,Yes,5,Yes,5,No,2,Yes,4,Yes,5,Yes,4,Yes,4,Yes,5,8A9FE0AF001C4544B2C5AD4AE165C4AC,fa0244d1-70ed-4364-9f1a-31ec8b434b1f,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am in the middle.",Democrat,"Food: cooking, baking, etc",Unselected,Healthcare,Extrovert,Selected,Selected,Selected,Unselected,"Yes, and I am in the middle.","Yes, and I am the youngest","Yes, and I am in the middle.","Yes, and I am the youngest","Yes, and I am the youngest","No, I am an only child.","Yes, and I am in the middle.","Yes, and I am in the middle.","Yes, and I am the youngest",Republican,Democrat,Democrat,Republican,Republican,Democrat,Republican,Republican,Democrat,"Active: sports, hiking, working out, etc.","Intellectual: reading, taking classes, trivia, etc.","Arts: painting, creative writing, theater, photography, etc","Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.","Food: cooking, baking, etc","Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.","Food: cooking, baking, etc",Healthcare,Education,Healthcare,Retired,Healthcare,Healthcare,Healthcare,Legal,IT/Computers,Extrovert,Extrovert,Extrovert,Extrovert,Extrovert,Extrovert,Extrovert,Extrovert,Extrovert,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,background_politics|background_ft|background_geography|background_education|background_race|background_gender|background_family|background_personality|background_occupation|background_media|background_hobbies
R_1nMF1gWJjhsF6Xk,Democrat,Liberal,Male,,Asian,No,Bachelor's degree,"West (Alaska, Arizona, California, Colorado, Hawaii, Idaho, Montana, Nebraska, New Mexico, Oregon, Utah, Washington, Wyoming)",60,72,4,28,59,74,Sometimes,Sometimes,"Yes, and I am the oldest.",No,No,"Gaming: card games, board games, video games, etc.",IT/Computers,Extrovert,32.476,69.834,70.433,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Yes,3,Yes,2,No,2,No,1,Yes,4,Yes,3,Yes,5,Yes,4,Yes,5,Yes,3,D7F277B650BB485CA53DA3A447A5F8B2,61510f44-e7d6-4811-abdc-322261aec604,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the oldest.",Republican,"Gaming: card games, board games, video games, etc.",Selected,IT/Computers,Introvert,Selected,Unselected,Selected,Unselected,"Yes, and I am the oldest.","No, I am an only child.","Yes, and I am the oldest.","Yes, and I am in the middle","No, I am an only child.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the youngest",Republican,Republican,Republican,Democrat,Republican,Democrat,Republican,Democrat,Democrat,"Arts: painting, creative writing, theater, photography, etc","Active: sports, hiking, working out, etc","Active: sports, hiking, working out, etc","Intellectual: reading, taking classes, trivia, etc.","Food: cooking, baking, etc","Active: sports, hiking, working out, etc","Arts: painting, creative writing, theater, photography, etc","Gaming: card games, board games, video games, etc.","Active: sports, hiking, working out, etc",IT/Computers,IT/Computers,Retired,Construction,Fitness Instructor,Psychology/Counseling/Social Work,Hospitality,Psychology/Counseling/Social Work,IT/Computers,Introvert,Extrovert,Extrovert,Introvert,Extrovert,Introvert,Extrovert,Extrovert,Extrovert,Selected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Selected,Selected,Selected,background_family|background_geography|background_education|background_personality|background_occupation|background_ft|background_media|background_hobbies|background_race|background_gender|background_politics
R_38CBZSEa8vniNfr,Democrat,Somewhat liberal,Male,,Hispanic or Latino,Yes,Bachelor's degree,"West (Alaska, Arizona, California, Colorado, Hawaii, Idaho, Montana, Nebraska, New Mexico, Oregon, Utah, Washington, Wyoming)",74,73,2,16,59,74,Frequently,Never (and never have),"Yes, and I am the youngest.",No,No,"Gaming: card games, board games, video games, etc.",IT/Computers,Introvert,7.662,85.63,86.086,8,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Yes,4,Yes,4,Yes,2,Yes,4,Yes,3,No,2,Yes,2,No,2,Yes,4,Yes,4,17B34D2DB344465A80C2901BFC147EF1,0473f150-8788-4022-bbde-391a1a874f94,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the youngest.",Democrat,"Active: sports, hiking, working out, etc",Unselected,IT/Computers,Extrovert,Selected,Selected,Selected,Unselected,"Yes, and I am the youngest.","Yes, and I am the youngest.","Yes, and I am in the middle","Yes, and I am the youngest.","Yes, and I am in the middle","Yes, and I am the youngest.","Yes, and I am in the middle","Yes, and I am the oldest","Yes, and I am the youngest.",Democrat,Republican,Democrat,Democrat,Republican,Republican,Republican,Democrat,Democrat,"Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Arts: painting, creative writing, theater, photography, etc","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.",IT/Computers,IT/Computers,IT/Computers,Hospitality,IT/Computers,Construction,Administrative,Psychology/Counseling/Social Work,IT/Computers,Extrovert,Extrovert,Extrovert,Introvert,Introvert,Introvert,Introvert,Introvert,Extrovert,Selected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Selected,Selected,Selected,Unselected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Selected,Selected,Unselected,background_politics|background_personality|background_family|background_occupation|background_gender|background_hobbies|background_media|background_education|background_geography|background_race|background_ft
R_12omhW3oxm7wZeg,Republican,Conservative,Female,,White,No,Bachelor's degree,"Northeast (Connecticut, Maine, Massachusetts, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont)",16,17,96,100,85,100,Rarely,Never (and never have),"Yes, and I am in the middle.",Yes,Yes,"Active: sports, hiking, working out, etc.",Retired,Introvert,18.886,139.261,143.403,29,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Yes,4,Yes,5,Yes,4,No,1,No,1,Yes,4,No,2,No,1,No,1,No,1,5083E612F9C445EAB3DA1E862C96618D,17a9df94-34d1-442d-b92d-3cd4837facd0,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the youngest",Republican,"Gaming: card games, board games, video games, etc",Unselected,Construction,Introvert,Unselected,Selected,Unselected,Selected,"Yes, and I am the youngest","Yes, and I am the youngest","No, I am an only child.","No, I am an only child.","Yes, and I am the youngest","Yes, and I am in the middle.","Yes, and I am the oldest","Yes, and I am the oldest","Yes, and I am in the middle.",Republican,Republican,Democrat,Democrat,Republican,Democrat,Democrat,Democrat,Democrat,"Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.","Food: cooking, baking, etc","Intellectual: reading, taking classes, trivia, etc.","Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.","Food: cooking, baking, etc","Food: cooking, baking, etc",Retired,Agriculture,Retired,Retired,Retired,Retired,Retired,Retired,Retired,Introvert,Introvert,Introvert,Introvert,Introvert,Introvert,Extrovert,Introvert,Extrovert,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Selected,Unselected,Selected,Unselected,background_geography|background_personality|background_family|background_ft|background_hobbies|background_media|background_race|background_education|background_occupation|background_gender|background_politics
R_2gRvqFjNxAR3un0,Democrat,Somewhat conservative,Female,,"White,Hispanic or Latino",Yes,High school graduate,"West (Alaska, Arizona, California, Colorado, Hawaii, Idaho, Montana, Nebraska, New Mexico, Oregon, Utah, Washington, Wyoming)",95,95,5,5,100,95,Frequently,Never (and never have),"Yes, and I am the youngest.",Yes,No,"Gaming: card games, board games, video games, etc.",Education,Extrovert,34.271,82.261,83.026,7,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,Yes,5,Yes,5,No,1,No,1,No,1,No,1,No,1,No,1,Yes,5,No,1,B0816C11EF7D49E887F8D5A820C01CAA,54e9edd1-6ea5-43c5-a1b4-62e06b912dd4,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the youngest.",Democrat,"Food: cooking, baking, etc",Unselected,Education,Extrovert,Selected,Selected,Selected,Selected,"Yes, and I am in the middle","Yes, and I am the youngest.","Yes, and I am the oldest","Yes, and I am the oldest","Yes, and I am in the middle","Yes, and I am the youngest.","Yes, and I am the youngest.","No, I am an only child.","Yes, and I am in the middle",Democrat,Republican,Republican,Republican,Republican,Republican,Republican,Democrat,Republican,"Gaming: card games, board games, video games, etc.","Food: cooking, baking, etc","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Active: sports, hiking, working out, etc","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.",Education,Engineering,Education,Education,Education,Education,Food Services,Education,Fitness Instructor,Introvert,Introvert,Extrovert,Introvert,Introvert,Extrovert,Introvert,Extrovert,Extrovert,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Selected,Selected,Selected,Unselected,Selected,Selected,Selected,Unselected,Selected,Selected,Selected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Selected,background_gender|background_occupation|background_race|background_hobbies|background_politics|background_education|background_media|background_personality|background_geography|background_ft|background_family
R_1QsuyeHjtGzSxkl,Republican,Conservative,Male,,Hispanic or Latino,Yes,Some college without degree,"South (Alabama, Arkansas, Delaware, Florida, Georgia, Kentucky, Louisiana, Maryland, Mississippi, Oklahoma, North Carolina, South Carolina, Tennessee, Texas, Virginia, Washington DC, West Virginia)",31,15,78,82,90,30,Frequently,Never (but I used to),"Yes, and I am the youngest.",No,No,"Gaming: card games, board games, video games, etc.",IT/Computers,Introvert,22.389,50.924,51.7,8,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Yes,4,No,2,Yes,3,Yes,4,Yes,5,Yes,5,Yes,3,No,2,Yes,5,No,2,06A79881A79D4E1CA265E2B847F7A5F4,de1d54bf-e6a6-4353-be4f-f6ad94094221,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the youngest.",Republican,"Gaming: card games, board games, video games, etc.",Selected,Agriculture,Introvert,Selected,Selected,Unselected,Selected,"No, I am an only child.","Yes, and I am the oldest","Yes, and I am the youngest.","Yes, and I am the oldest","Yes, and I am the youngest.","Yes, and I am the oldest","Yes, and I am the oldest","No, I am an only child.","Yes, and I am the oldest",Democrat,Democrat,Republican,Republican,Republican,Democrat,Democrat,Republican,Democrat,"Arts: painting, creative writing, theater, photography, etc","Food: cooking, baking, etc","Gaming: card games, board games, video games, etc.","Food: cooking, baking, etc","Intellectual: reading, taking classes, trivia, etc.","Gaming: card games, board games, video games, etc.","Arts: painting, creative writing, theater, photography, etc","Gaming: card games, board games, video games, etc.","Arts: painting, creative writing, theater, photography, etc",Human Resources,IT/Computers,Retired,IT/Computers,IT/Computers,IT/Computers,Military,Accounting,IT/Computers,Introvert,Introvert,Introvert,Introvert,Introvert,Extrovert,Introvert,Introvert,Extrovert,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Selected,Selected,Selected,Selected,Selected,Selected,Unselected,Selected,Selected,Unselected,background_hobbies|background_ft|background_media|background_gender|background_family|background_education|background_geography|background_personality|background_occupation|background_race|background_politics
R_5gtx5g3AVBWk3At,Democrat,Somewhat liberal,Male,,"White,Asian",No,Bachelor's degree,"West (Alaska, Arizona, California, Colorado, Hawaii, Idaho, Montana, Nebraska, New Mexico, Oregon, Utah, Washington, Wyoming)",70,70,15,15,50,50,Sometimes,Never (but I used to),"Yes, and I am the youngest.",No,No,"Active: sports, hiking, working out, etc.",Administrative,Introvert,22.416,71.048,71.871,7,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,No,2,No,2,Yes,4,Yes,3,Yes,3,No,2,No,2,No,2,No,2,No,2,CBF4B336ACA24BF78A1EA93FED97A2C3,705f8d88-f97a-4608-bca0-aec3adbb2da2,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the youngest.",Republican,"Gaming: card games, board games, video games, etc",Unselected,Administrative,Introvert,Selected,Unselected,Selected,Selected,"Yes, and I am the youngest.","Yes, and I am the oldest","Yes, and I am in the middle","Yes, and I am in the middle","Yes, and I am the youngest.","Yes, and I am the oldest","Yes, and I am in the middle","Yes, and I am the youngest.","Yes, and I am in the middle",Republican,Democrat,Democrat,Democrat,Republican,Republican,Republican,Republican,Republican,"Active: sports, hiking, working out, etc.","Arts: painting, creative writing, theater, photography, etc","Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.","Intellectual: reading, taking classes, trivia, etc.","Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.","Active: sports, hiking, working out, etc.",Student,Administrative,Construction,Administrative,Administrative,Military,Administrative,Administrative,Administrative,Introvert,Introvert,Extrovert,Extrovert,Extrovert,Extrovert,Extrovert,Introvert,Extrovert,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Selected,Selected,Selected,Selected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Selected,Selected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,background_personality|background_occupation|background_ft|background_education|background_media|background_family|background_geography|background_politics|background_race|background_gender|background_hobbies
R_3x3qxvJ77SOxX8d,Republican,Very conservative,Male,,White,No,Bachelor's degree,"West (Alaska, Arizona, California, Colorado, Hawaii, Idaho, Montana, Nebraska, New Mexico, Oregon, Utah, Washington, Wyoming)",0,0,100,100,100,100,Frequently,Never (and never have),"Yes, and I am the youngest.",Yes,No,"Active: sports, hiking, working out, etc.",Business Management,Introvert,25.577,76.101,77.33,7,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Yes,3,Yes,3,No,1,No,1,No,1,No,1,No,1,Yes,4,No,1,Yes,4,47FDBD463AEA4B3697C720C600B69789,b819982c-9663-4c17-8a9a-8affd2ac723b,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the youngest.",Republican,"Active: sports, hiking, working out, etc.",Selected,Librarian,Extrovert,Selected,Selected,Unselected,Unselected,"Yes, and I am the youngest.","No, I am an only child.","Yes, and I am in the middle","No, I am an only child.","Yes, and I am the youngest.","No, I am an only child.","Yes, and I am in the middle","Yes, and I am the oldest","Yes, and I am the youngest.",Republican,Democrat,Democrat,Democrat,Democrat,Democrat,Republican,Democrat,Republican,"Active: sports, hiking, working out, etc.","Intellectual: reading, taking classes, trivia, etc.","Arts: painting, creative writing, theater, photography, etc","Arts: painting, creative writing, theater, photography, etc","Active: sports, hiking, working out, etc.","Arts: painting, creative writing, theater, photography, etc","Gaming: card games, board games, video games, etc","Active: sports, hiking, working out, etc.","Arts: painting, creative writing, theater, photography, etc",Business Management,Hospitality,Business Management,Customer Service,Business Management,Business Management,Administrative,Business Management,Law Enforcement/Emergency Services,Extrovert,Extrovert,Extrovert,Introvert,Extrovert,Extrovert,Introvert,Extrovert,Extrovert,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,background_personality|background_media|background_education|background_ft|background_family|background_occupation|background_politics|background_race|background_geography|background_gender|background_hobbies
R_3ggxzEjsr9EGFoZ,Democrat,Moderate,Female,,Asian,No,Bachelor's degree,"Northeast (Connecticut, Maine, Massachusetts, New Hampshire, New Jersey, New York, Pennsylvania, Rhode Island, Vermont)",50,50,50,50,50,50,Frequently,Never (and never have),"Yes, and I am the oldest.",No,No,"Gaming: card games, board games, video games, etc.",Accounting,Introvert,22.703,130.485,131.737,10,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,No,3,Yes,5,Yes,5,Yes,5,Yes,5,Yes,5,Yes,5,No,3,No,3,Yes,5,CCD4CAB318574498B9CFC48971462176,7217e32b-454e-4984-9852-79fb48d8b0bb,f53608ff-9b3c-4b93-9859-168933159642,"Yes, and I am the oldest.",Republican,"Gaming: card games, board games, video games, etc.",Selected,Accounting,Extrovert,Selected,Unselected,Selected,Unselected,"Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","No, I am an only child.","Yes, and I am the oldest.","Yes, and I am the oldest.","Yes, and I am the oldest.","No, I am an only child.","Yes, and I am the oldest.",Democrat,Republican,Republican,Democrat,Democrat,Democrat,Republican,Republican,Democrat,"Arts: painting, creative writing, theater, photography, etc","Intellectual: reading, taking classes, trivia, etc.","Food: cooking, baking, etc","Intellectual: reading, taking classes, trivia, etc.","Arts: painting, creative writing, theater, photography, etc","Arts: painting, creative writing, theater, photography, etc","Gaming: card games, board games, video games, etc.","Gaming: card games, board games, video games, etc.","Active: sports, hiking, working out, etc",Accounting,Student,Accounting,Accounting,Entertainment and the Arts,Business Management,Accounting,Public Relations/Graphic Design,Accounting,Introvert,Introvert,Introvert,Introvert,Extrovert,Extrovert,Extrovert,Extrovert,Extrovert,Selected,Selected,Selected,Unselected,Selected,Selected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Selected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,Unselected,Selected,Selected,Unselected,Selected,Unselected,Selected,Selected,Unselected,Unselected,Selected,Unselected,Selected,Selected,Selected,Selected,Selected,Unselected,Unselected,Unselected,Unselected,Unselected,background_family|background_hobbies|background_politics|background_gender|background_media|background_ft|background_education|background_race|background_personality|background_geography|background_occupation
